epoch;F1_score;F1_score_dil;Precision;Precision_dil;Recall;accuracy;loss;val_F1_score;val_F1_score_dil;val_Precision;val_Precision_dil;val_Recall;val_accuracy;val_loss
21;0.7483385801315308;0.879651665687561;0.6238225698471069;0.8131512999534607;0.9678927659988403;0.976176381111145;1.018306016921997;0.6275364756584167;0.6340567469596863;0.8886479735374451;0.9133978486061096;0.517445981502533;0.9771690964698792;1.5043621063232422
22;0.6969830989837646;0.8285672068595886;0.5686531066894531;0.7467625141143799;0.9614428281784058;0.9682665467262268;1.0520379543304443;0.1358516663312912;0.1358569711446762;0.6662036776542664;0.666363000869751;0.08309877663850784;0.9624814391136169;3.5637776851654053
23;0.6911002397537231;0.8173100352287292;0.5651221871376038;0.7361586093902588;0.9453299641609192;0.9680790305137634;1.0775408744812012;0.37890660762786865;0.3814498484134674;0.8842193484306335;0.9079261422157288;0.2623327672481537;0.9705206155776978;1.4446028470993042
24;0.6917567849159241;0.8215397596359253;0.5659257769584656;0.7406384348869324;0.958251416683197;0.9673407673835754;0.9641467332839966;0.6912558674812317;0.7210237979888916;0.8052642941474915;0.8872986435890198;0.6408341526985168;0.9785081744194031;1.2577087879180908
25;0.7277360558509827;0.862273097038269;0.6007678508758545;0.7892225384712219;0.9653548002243042;0.9733715057373047;0.8608371615409851;0.6110147833824158;0.6237109303474426;0.8857863545417786;0.9387711882591248;0.4877583682537079;0.9759044051170349;1.465368390083313
26;0.6990548968315125;0.8335817456245422;0.5727169513702393;0.7527756690979004;0.9642786383628845;0.9687570333480835;0.8322634696960449;0.7027702927589417;0.7387753129005432;0.771636962890625;0.8595686554908752;0.6842514872550964;0.9783740639686584;1.2606600522994995
27;0.660987138748169;0.7805655002593994;0.5404508113861084;0.7007386088371277;0.9366132020950317;0.9611276388168335;0.8854154348373413;0.23665858805179596;0.2411125898361206;0.808680534362793;0.9091736674308777;0.14309833943843842;0.9628316760063171;3.6140878200531006
28;0.6188094615936279;0.7531213164329529;0.4908004403114319;0.6534634232521057;0.9518060684204102;0.9538906216621399;1.0476950407028198;0.4102489650249481;0.5295810103416443;0.27422061562538147;0.38165512681007385;0.9676351547241211;0.8794667720794678;1.189335584640503
29;0.6818826794624329;0.8202764987945557;0.5543378591537476;0.7359446883201599;0.9622719287872314;0.966087818145752;0.8472321033477783;0.7217326164245605;0.811120331287384;0.6508834958076477;0.7995992302894592;0.8516356945037842;0.9745063781738281;0.9104535579681396
30;0.7083359956741333;0.8450653553009033;0.5825144648551941;0.7666012048721313;0.967247724533081;0.9708527326583862;0.7722001075744629;0.7414267063140869;0.8063457608222961;0.7021224498748779;0.8190898895263672;0.8216719031333923;0.9780682325363159;0.9051885008811951
31;0.7059946656227112;0.8397320508956909;0.5798026323318481;0.760150671005249;0.9655588865280151;0.9701430201530457;0.7210962772369385;0.6336454749107361;0.7216980457305908;0.5296082496643066;0.6487646698951721;0.8758144378662109;0.9592517614364624;0.8610159754753113
32;0.7265512943267822;0.8638589382171631;0.6032178401947021;0.7929566502571106;0.9723117351531982;0.9731733202934265;0.6955974102020264;0.727512538433075;0.7627817988395691;0.7544040679931641;0.8285765051841736;0.7420856356620789;0.9786152839660645;0.9201127886772156
33;0.740353524684906;0.8782087564468384;0.6192700862884521;0.8143396973609924;0.9706848859786987;0.9749240875244141;0.6046871542930603;0.6995642185211182;0.7269337773323059;0.7535716891288757;0.814734160900116;0.6939878463745117;0.9771616458892822;0.910633385181427
34;0.7516003251075745;0.8934854865074158;0.6249561309814453;0.8298825025558472;0.9772152304649353;0.9765139222145081;0.5455074310302734;0.7126901149749756;0.7283756136894226;0.8410672545433044;0.883585512638092;0.6480271816253662;0.9798890948295593;0.9020726084709167
35;0.7699999213218689;0.9081137776374817;0.6496083736419678;0.8539502620697021;0.9764541983604431;0.9790014028549194;0.5087298154830933;0.5820359587669373;0.5867980122566223;0.9493520259857178;0.9757223725318909;0.43246349692344666;0.9758842587471008;1.1765785217285156
36;0.7731152176856995;0.9084862470626831;0.6518975496292114;0.8545497059822083;0.9767836332321167;0.9791301488876343;0.49320709705352783;0.634907066822052;0.6410175561904907;0.9364356398582458;0.9647349715232849;0.495532363653183;0.9784504175186157;1.1038453578948975
37;0.778306245803833;0.916314959526062;0.6594380736351013;0.8666948676109314;0.97933429479599;0.9797959923744202;0.45344576239585876;0.6975535750389099;0.7104067802429199;0.888401448726654;0.9297286868095398;0.5991274118423462;0.9805358052253723;0.9814198613166809
38;0.793795108795166;0.9304603934288025;0.6807288527488708;0.8882257342338562;0.9831345081329346;0.9817056655883789;0.42576849460601807;0.6198456883430481;0.6256402134895325;0.9233694672584534;0.9494705200195312;0.49057137966156006;0.9781151413917542;1.1716508865356445
39;0.8087800145149231;0.9412802457809448;0.6994598507881165;0.9062415361404419;0.9831311106681824;0.9833555221557617;0.39612194895744324;0.497927188873291;0.5012606978416443;0.9438159465789795;0.9709810614585876;0.3496609032154083;0.9724536538124084;1.33429753780365
40;0.8010318875312805;0.9382595419883728;0.6890664100646973;0.9007914662361145;0.9840747117996216;0.9822652339935303;0.38525477051734924;0.7286612391471863;0.7563159465789795;0.7972796559333801;0.862163782119751;0.702497661113739;0.9799680113792419;0.7960255146026611
41;0.7809603214263916;0.9130947589874268;0.6636970639228821;0.8624899387359619;0.9818779826164246;0.9796087145805359;0.38813647627830505;0.7080490589141846;0.7419026494026184;0.7647741436958313;0.8449179530143738;0.6939635276794434;0.9773717522621155;0.8627817630767822
42;0.7251690626144409;0.8621317744255066;0.5949023962020874;0.7855328917503357;0.9714319705963135;0.972347617149353;0.5581280589103699;0.5708041787147522;0.6083928942680359;0.6311228275299072;0.710306704044342;0.5940385460853577;0.9658294320106506;1.3283034563064575
43;0.7043180465698242;0.8367320895195007;0.5798652172088623;0.7620684504508972;0.9565432667732239;0.9690483808517456;0.5271710753440857;0.39347562193870544;0.525371789932251;0.25525227189064026;0.37029340863227844;0.9783365726470947;0.8751023411750793;0.86617511510849
44;0.7651495337486267;0.9048510789871216;0.6452041864395142;0.8498363494873047;0.9754909873008728;0.9781640768051147;0.4164315462112427;0.7091376185417175;0.7942166924476624;0.6319986581802368;0.7723545432090759;0.8510465025901794;0.9731123447418213;0.5809730887413025
45;0.7775307297706604;0.913895845413208;0.6579828858375549;0.8640763759613037;0.9788603186607361;0.9793381690979004;0.37313011288642883;0.7160149216651917;0.7360612750053406;0.8673072457313538;0.9285125136375427;0.6344148516654968;0.9811831116676331;0.8821642994880676
46;0.8075191378593445;0.9406106472015381;0.6954428553581238;0.9054783582687378;0.9821301698684692;0.9828318357467651;0.3331748843193054;0.675041913986206;0.6853488087654114;0.9201169013977051;0.9593499302864075;0.5487618446350098;0.9803394079208374;0.9638342261314392
47;0.8132475018501282;0.946588933467865;0.7047560214996338;0.9137831926345825;0.98591548204422;0.9837314486503601;0.31098708510398865;0.6020992398262024;0.6065180897712708;0.9473509192466736;0.9698730111122131;0.4586907923221588;0.9777570366859436;1.122888207435608
48;0.8181969523429871;0.9510220289230347;0.7089065909385681;0.9195631742477417;0.9869248867034912;0.984348714351654;0.320772647857666;0.6900246739387512;0.7016419768333435;0.8915023803710938;0.9312203526496887;0.5865609049797058;0.9802119731903076;0.9599850177764893
49;0.8146096467971802;0.9479506015777588;0.7037450075149536;0.9154747724533081;0.9857203960418701;0.9839986562728882;0.33316513895988464;0.7223444581031799;0.7378730177879333;0.8941496014595032;0.9421016573905945;0.6207119822502136;0.9821843504905701;0.8284704089164734
50;0.8194810152053833;0.9490883946418762;0.7104058861732483;0.9184491038322449;0.9837168455123901;0.9842736721038818;0.2929135262966156;0.4436485469341278;0.44550836086273193;0.9716641306877136;0.9907245635986328;0.29630783200263977;0.9707410931587219;1.5763791799545288
51;0.8070102334022522;0.9391956329345703;0.6955762505531311;0.9017086029052734;0.9835405349731445;0.982928991317749;0.28301554918289185;0.7202176451683044;0.7387687563896179;0.8525401949882507;0.903689444065094;0.6506372094154358;0.9811586141586304;0.837719202041626
52;0.8081576824188232;0.9399744868278503;0.6951280236244202;0.9024727940559387;0.9838094711303711;0.9830419421195984;0.2748466730117798;0.5630943179130554;0.567984402179718;0.8704233169555664;0.8938624858856201;0.444679856300354;0.9745489358901978;1.173559546470642
53;0.7887486219406128;0.9291825890541077;0.6692191362380981;0.8833733797073364;0.9849070310592651;0.9806059002876282;0.37743818759918213;0.7412671446800232;0.7779929041862488;0.7847145199775696;0.8659403324127197;0.7351462244987488;0.980527937412262;0.7614951729774475
54;0.8020980954170227;0.9361535310745239;0.6880035996437073;0.8977389931678772;0.9828624725341797;0.9825606942176819;0.29313692450523376;0.7622649073600769;0.8244944214820862;0.7360241413116455;0.8530707955360413;0.8139321208000183;0.9812065958976746;0.5656583905220032
0;0.5020184516906738;0.6042140126228333;0.3821170926094055;0.4933684170246124;0.8866283893585205;0.9073681235313416;13.095579147338867;0.07890664041042328;0.11553507298231125;0.04139717295765877;0.06171298399567604;0.9998049736022949;0.042236536741256714;26.59848976135254
1;0.5938219428062439;0.7078366875648499;0.4669203758239746;0.6030052900314331;0.91220623254776;0.9516389966011047;10.566718101501465;0.5069422125816345;0.5984085202217102;0.4524300992488861;0.6039469242095947;0.6365312933921814;0.9490312933921814;10.787188529968262
2;0.6545708179473877;0.7837485671043396;0.5288399457931519;0.6935079097747803;0.9426079988479614;0.9625201225280762;8.443479537963867;0.52824467420578;0.5671773552894592;0.7335240840911865;0.8856732249259949;0.43649420142173767;0.9700765609741211;8.651942253112793
3;0.6723554730415344;0.7980070114135742;0.5501059293746948;0.7171790599822998;0.9391639232635498;0.9655085206031799;6.901163101196289;0.5537652969360352;0.6066521406173706;0.6966211199760437;0.8615911602973938;0.49174413084983826;0.968897819519043;6.731459140777588
4;0.6551089286804199;0.7827094197273254;0.5288670659065247;0.6950322389602661;0.9440852403640747;0.9615471363067627;5.8132734298706055;0.3944421112537384;0.48497557640075684;0.2762382924556732;0.36784470081329346;0.839177668094635;0.8838764429092407;5.600654602050781
5;0.6633495688438416;0.794729471206665;0.5339407324790955;0.703013002872467;0.953715443611145;0.9629558324813843;4.983802318572998;0.5212343335151672;0.5426042675971985;0.8635480999946594;0.9742524027824402;0.3899190425872803;0.9716581106185913;5.440230846405029
6;0.6899840235710144;0.8218157887458801;0.5659019947052002;0.741916835308075;0.9498940706253052;0.9684484004974365;4.353299617767334;0.7000721096992493;0.7368075251579285;0.7948377132415771;0.8859396576881409;0.6613267660140991;0.9790076613426208;4.331172943115234
7;0.7169997692108154;0.8525890111923218;0.5920563340187073;0.7790083289146423;0.9618474245071411;0.9721533060073853;3.81600022315979;0.6672725081443787;0.6918836236000061;0.8539648056030273;0.9287106990814209;0.5871685147285461;0.978912353515625;3.932267427444458
8;0.7173153758049011;0.851377546787262;0.5917863845825195;0.7774689793586731;0.9621665477752686;0.9719876050949097;3.4001595973968506;0.6269295811653137;0.6400420069694519;0.9168756008148193;0.9682042598724365;0.5060427188873291;0.9789011478424072;3.7545053958892822
9;0.7118470668792725;0.8434184193611145;0.5874432921409607;0.7680083513259888;0.9612830281257629;0.9713054299354553;3.0479700565338135;0.6051921248435974;0.6175975203514099;0.8581803441047668;0.9024882316589355;0.515812873840332;0.9759836792945862;3.440723180770874
10;0.7090532183647156;0.840198278427124;0.5820608139038086;0.7613560557365417;0.9594496488571167;0.9709234833717346;2.751054525375366;0.6907884478569031;0.7219849228858948;0.7335380911827087;0.7985909581184387;0.701155960559845;0.9765861630439758;2.8739945888519287
11;0.7137355804443359;0.8474038243293762;0.5890290141105652;0.7729541063308716;0.9623756408691406;0.9710419178009033;2.5226104259490967;0.7067238688468933;0.7492676377296448;0.7823305130004883;0.8830470442771912;0.693770706653595;0.9793057441711426;2.6637213230133057
12;0.7434434294700623;0.8814798593521118;0.6217231154441833;0.8193507194519043;0.9678373336791992;0.9757767915725708;2.243542194366455;0.6462294459342957;0.658562183380127;0.8717074990272522;0.913887083530426;0.5515618920326233;0.9782889485359192;2.555603265762329
13;0.7110364437103271;0.8435903191566467;0.5866853594779968;0.7676122784614563;0.9591808319091797;0.9713061451911926;2.084301710128784;0.5542986392974854;0.6517955660820007;0.47889265418052673;0.6237854957580566;0.7597241401672363;0.9505837559700012;2.4646246433258057
14;0.7004038691520691;0.8283186554908752;0.5710897445678711;0.7438374757766724;0.958436131477356;0.9697741866111755;1.935149908065796;0.7110319137573242;0.7728845477104187;0.6920145153999329;0.8065200448036194;0.7825587391853333;0.9761192798614502;2.0333902835845947
15;0.7081824541091919;0.8445320129394531;0.5813267230987549;0.7689347863197327;0.957433819770813;0.9709447622299194;1.7499233484268188;0.6675002574920654;0.6862931847572327;0.8352634906768799;0.8922958374023438;0.5983909368515015;0.9777107238769531;2.1314198970794678
16;0.7331635355949402;0.8699190616607666;0.609050452709198;0.8014040589332581;0.9663505554199219;0.9743587374687195;1.5702375173568726;0.641157329082489;0.652731716632843;0.8276194930076599;0.8625481724739075;0.5677362084388733;0.9763949513435364;1.9843467473983765
17;0.7530253529548645;0.8897010087966919;0.6296438574790955;0.828849732875824;0.9713554382324219;0.9769832491874695;1.4157015085220337;0.6275041699409485;0.6370580792427063;0.8568981289863586;0.8908824324607849;0.5373858213424683;0.9764796495437622;1.915932059288025
18;0.7483136653900146;0.8785965442657471;0.6247680187225342;0.8119078874588013;0.9721288681030273;0.9762177467346191;1.3003989458084106;0.6973893642425537;0.7364674210548401;0.6840615272521973;0.7553341388702393;0.7623795866966248;0.9744746685028076;1.5573912858963013
